Graph,T_1 Value,T_1 Pot,T_1 Ratios,T_1 Time,T_1 Orientation,T_2 Value,T_2 Pot,T_2 Pot Ratios,T_2 Orientation,B_2 Value,B_2 Pot,B_2 Pot Ratios,B_2 Orientation,SamePot,TileTime,BondTime
FCuuW,4,"[aaAA, aAA, aA, a]","[4, 1, 1, 1]",0.02887210005428642,"[[0, 0, 0, -0.0, -0.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 0, -0.0], [0, 0, 0, 0, 0, 1.0, 0], [1.0, 0, 0, 0, -0.0, -0.0, 0], [1.0, 0.0, 0, 1.0, 0, 0, -0.0], [0.0, 0, 0.0, 1.0, 0, 0, 1.0], [0.0, 1.0, 0, 0, 1.0, 0.0, 0]]",5,"[aBBB, AbB, A, bbbB, bb]","[2, 1, 1, 2, 1]","[[[0, 0, 0, 0.0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0], [0.0, 0, 0, 0, 0.0, 0.0, 0], [0.0, 0.0, 0, 1.0, 0, 0, 0.0], [0.0, 0, 1.0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0, 0, 0.0, 0.0, 0]], [[0, 0, 0, 1.0, 1.0, 1.0, 0.0], [0, 0, 0, 0, 1.0, 0, 1.0], [0, 0, 0, 0, 0, 0.0, 0], [0.0, 0, 0, 0, 0.0, 1.0, 0], [0.0, 0.0, 0, 0.0, 0, 0, 0.0], [0.0, 0, 0.0, 0.0, 0, 0, 0.0], [1.0, 0.0, 0, 0, 1.0, 1.0, 0]]]",2,,,,True,10.944840400014073,6.583942600060254
FCuuw,4,"[aaAA, aaAAA, aA, a]","[4, 1, 1, 1]",0.034009299939498305,"[[0, 0, 0, 1.0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 1.0, 0], [0.0, 0, 0, 0, 1.0, 0.0, 1.0], [1.0, 1.0, 0, 0.0, 0, 0, 0.0], [1.0, 0, 0.0, 1.0, 0, 0, 0.0], [0.0, 0.0, 0, 0.0, 1.0, 1.0, 0]]",5,"[aBBB, AbbBB, A, bbbB, bb]","[2, 1, 1, 2, 1]","[[[0, 0, 0, 0.0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0], [0.0, 0, 0, 0, 0.0, 0.0, -0.0], [0.0, 0.0, 0, 0.0, 0, 0, 1.0], [0.0, 0, 1.0, -0.0, 0, 0, 0.0], [0.0, 0.0, 0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 0.0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 0, 1.0], [0, 0, 0, 0, 0, 0.0, 0], [1.0, 0, 0, 0, 1.0, 1.0, -0.0], [-0.0, 0.0, 0, -0.0, 0, 0, 0.0], [-0.0, 0, -0.0, 0.0, 0, 0, -0.0], [0.0, -0.0, 0, 1.0, 0.0, 1.0, 0]]]",2,,,,True,64.21941859996878,9.861689900048077
FCuvW,4,"[aAAA, aA, aaa, aaaaA]","[3, 2, 1, 1]",0.0334917000727728,"[[0, 0, 0, -0.0, -0.0, -0.0, 1.0], [0, 0, 0, 0, 1.0, 0, -0.0], [0, 0, 0, 0, 0, 1.0, -0.0], [1.0, 0, 0, 0, 1.0, 1.0, 0], [1.0, 0.0, 0, 0.0, 0, 0, -0.0], [1.0, 0, 0.0, 0.0, 0, 0, -0.0], [0.0, 1.0, 1.0, 0, 1.0, 1.0, 0]]",4,"[abB, aB, AbBB, bbbbb]","[1, 2, 3, 1]","[[[0, 0, 0, 0.0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 1.0, 0, -0.0], [0, 0, 0, 0, 0, 1.0, -0.0], [1.0, 0, 0, 0, -0.0, -0.0, 0], [-0.0, -0.0, 0, 0.0, 0, 0, -0.0], [-0.0, 0, -0.0, 0.0, 0, 0, -0.0], [-0.0, -0.0, -0.0, 0, -0.0, -0.0, 0]], [[0, 0, 0, -0.0, -0.0, 1.0, -0.0], [0, 0, 0, 0, -0.0, 0, -0.0], [0, 0, 0, 0, 0, -0.0, -0.0], [-0.0, 0, 0, 0, 1.0, -0.0, 0], [1.0, -0.0, 0, -0.0, 0, 0, -0.0], [-0.0, 0, -0.0, 1.0, 0, 0, -0.0], [1.0, 1.0, 1.0, 0, 1.0, 1.0, 0]]]",2,,,,True,2.2085651999805123,23.142973000067286
FCuvo,4,"[aaAA, AA, aaaAA, aaa]","[3, 2, 1, 1]",0.03179619996808469,"[[0, 0, 0, 1.0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 1.0, 0.0, 1.0], [1.0, 1.0, 0, 0.0, 0, 0, 0.0], [1.0, 0, 1.0, 1.0, 0, 0, 0], [0.0, 1.0, 1.0, 0.0, 1.0, 0, 0]]",4,"[aB, AbBBB, ABB, bbbB]","[2, 1, 1, 3]","[[[0, 0, 0, 0.0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0, 1.0], [0, 0, 0, 0, 0, 1.0, 0.0], [0.0, 0, 0, 0, 0.0, 0.0, 0.0], [0.0, 0.0, 0, 0.0, 0, 0, 0.0], [0.0, 0, 0.0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 1.0, 0.0, 1.0, 1.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 1.0, 1.0, 1.0], [1.0, 1.0, 0, 0.0, 0, 0, 1.0], [0.0, 0, 0.0, 0.0, 0, 0, 0], [0.0, 0.0, 1.0, 0.0, 0.0, 0, 0]]]",2,,,,True,0.7870495000388473,23.365889700013213
FCuvw,3,"[aaAA, aaaAAA, aA]","[4, 1, 2]",0.02179290005005896,"[[0, 0, 0, 0.0, 0.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 1.0], [1.0, 0, 0, 0, 0.0, 1.0, 0.0], [1.0, 0.0, 0, 1.0, 0, 0, 0.0], [0.0, 0, 1.0, 0.0, 0, 0, 1.0], [0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0]]",4,"[aBBB, AAbBBB, bbbB, bb]","[2, 1, 2, 2]","[[[0, 0, 0, -0.0, -0.0, 0.0, -0.0], [0, 0, 0, 0, -0.0, 0, 0.0], [0, 0, 0, 0, 0, -0.0, -0.0], [-0.0, 0, 0, 0, -0.0, -0.0, 0.0], [-0.0, -0.0, 0, -0.0, 0, 0, 1.0], [-0.0, 0, -0.0, -0.0, 0, 0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, -0.0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 1.0, 0, 1.0], [0, 0, 0, 0, 0, 1.0, 1.0], [1.0, 0, 0, 0, 1.0, 1.0, 0.0], [0.0, 0.0, 0, 0.0, 0, 0, 0.0], [0.0, 0, 0.0, 0.0, 0, 0, 0.0], [-0.0, 0.0, -0.0, 1.0, -0.0, -0.0, 0]]]",2,,,,True,6.803377000032924,13.062182000023313
FCu~w,4,"[aaaAA, aaaaAA, AA, aaAA]","[2, 1, 2, 2]",0.031995999976061285,"[[0, 0, 0, 1.0, 0.0, 1.0, 0.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 1.0, 1.0, 0.0], [1.0, 1.0, 0, 0.0, 0, 0.0, 1.0], [0.0, 0, 1.0, 0.0, 1.0, 0, 1.0], [1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0]]",4,"[aB, AbBBB, bbbbBB, bbbB]","[2, 2, 1, 2]","[[[0, 0, 0, 0.0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 1.0, 0, 0.0], [0, 0, 0, 0, 0, 1.0, 0.0], [0.0, 0, 0, 0, 0.0, 0.0, 0.0], [0.0, 0.0, 0, 0.0, 0, 0.0, 0.0], [0.0, 0, 0.0, 0.0, 0.0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 0.0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 0.0, 0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [1.0, 0, 0, 0, 1.0, 1.0, 0.0], [0.0, 0.0, 0, 0.0, 0, 1.0, 0.0], [0.0, 0, 0.0, 0.0, 0.0, 0, 1.0], [0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0]]]",2,,,,True,1.0432360999984667,54.87800310004968
F?bFg,4,"[aaA, A, aaaaA, AA]","[2, 3, 1, 1]",0.04198500000347849,"[[0, 0, 0, 0, 1.0, 1.0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0, 0, 0], [0.0, 1.0, 0, 0, 0, 0, 1.0], [1.0, 1.0, 1.0, 1.0, 0, 0.0, 0]]",4,"[aB, ABBBB, bbB, b]","[1, 1, 2, 3]","[[[0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 0.0, 1.0], [0, 0, 0, 0, 0, 0, -0.0], [0, 0, 0, 0, 0, 0, -0.0], [-0.0, 0, 0, 0, 0, 0, 0], [-0.0, -0.0, 0, 0, 0, 0, 0.0], [-0.0, 0.0, 0.0, -0.0, 0, -0.0, 0]], [[0, 0, 0, 0, 0.0, 1.0, 1.0], [0, 0, 0, 0, 0, -0.0, -0.0], [0, 0, 0, 0, 0, 0, 1.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 0, 0, 0], [-0.0, 1.0, 0, 0, 0, 0, 1.0], [0.0, 0.0, -0.0, -0.0, 0, -0.0, 0]]]",2,,,,True,0.46676229999866337,3.7410450000024866
FCvRW,4,"[aaaA, AAA, aAA, a]","[3, 2, 1, 1]",0.028097399976104498,"[[0, 0, 0, -0.0, -0.0, -0.0, 0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, -0.0, -0.0, 0], [1.0, 1.0, 0, 1.0, 0, 0, -0.0], [1.0, 1.0, 0, 1.0, 0, 0, -0.0], [0, 1.0, 0.0, 0, 1.0, 1.0, 0]]",4,"[abB, a, AbBB, bbb]","[2, 1, 3, 1]","[[[0, 0, 0, -0.0, 1.0, -0.0, 0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 0, 1.0], [-0.0, 0, 0, 0, -0.0, 1.0, 0], [0.0, 0.0, 0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0, 0.0, 0, 0, 0.0], [0, 0.0, 0.0, 0, 0.0, 0.0, 0]], [[0, 0, 0, -0.0, -0.0, 1.0, 0], [0, 0, 0, 0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, -0.0, -0.0, 0], [-0.0, -0.0, 0, 1.0, 0, 0, 0.0], [-0.0, -0.0, 0, -0.0, 0, 0, 1.0], [0, -0.0, 0.0, 0, 1.0, 0.0, 0]]]",2,,,,True,1.6748584000160918,6.799452400067821
FCvTw,4,"[A, aA, aaAA, aaaAA]","[1, 1, 4, 1]",0.032230200013145804,"[[0, 0, 0, 1.0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 0.0, 1.0, 0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 1.0, 0.0, 1.0], [1.0, 1.0, 0, 0.0, 0, 0, 0.0], [1.0, 0.0, 0, 1.0, 0, 0, 0.0], [0.0, 0, 1.0, 0.0, 1.0, 1.0, 0]]",5,"[aBBB, AAbBB, bbbB, bb, b]","[2, 1, 2, 1, 1]","[[[0, 0, 0, -0.0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0.0, 0.0, 0], [0, 0, 0, 0, 0, 0, 0.0], [-0.0, 0, 0, 0, -0.0, -0.0, -0.0], [-0.0, -0.0, 0, -0.0, 0, 0, 1.0], [-0.0, -0.0, 0, -0.0, 0, 0, 1.0], [0.0, 0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 1.0, 1.0, 1.0, -0.0], [0, 0, 0, 0, 1.0, 1.0, 0], [0, 0, 0, 0, 0, 0, 1.0], [-0.0, 0, 0, 0, 1.0, 1.0, 1.0], [-0.0, -0.0, 0, -0.0, 0, 0, -0.0], [-0.0, -0.0, 0, -0.0, 0, 0, -0.0], [1.0, 0, 0.0, -0.0, -0.0, -0.0, 0]]]",2,,,,True,52.73189569998067,9.369970500003546
FCvVW,4,"[a, aaAAA, aAAA, aaa]","[1, 1, 3, 2]",0.03399979998357594,"[[0, 0, 0, 0.0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 1.0, 1.0, 0], [1.0, 0.0, 0, 0.0, 0, 0, 0.0], [1.0, 0.0, 0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0, 1.0, 1.0, 0]]",4,"[abBB, AAAbB, bbB, b]","[3, 1, 2, 1]","[[[0, 0, 0, 0.0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0.0, 0.0, 0], [0.0, 0.0, 0, 0.0, 0, 0, 1.0], [0.0, 0.0, 0, 0.0, 0, 0, 1.0], [0.0, 0.0, 0.0, 0, 0.0, 0.0, 0]], [[0, 0, 0, -0.0, 0.0, 1.0, 0.0], [0, 0, 0, 0, 1.0, 1.0, 0.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 1.0, 0.0, 0], [1.0, 0.0, 0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0, 1.0, 0, 0, 0.0], [0.0, 1.0, 0.0, 0, 0.0, 0.0, 0]]]",2,,,,True,1.6297455999301746,20.515657700016163
FCvVo,4,"[aaAA, a, aAA, aaaAA]","[3, 1, 2, 1]",0.029983700020238757,"[[0, 0, 0, 1.0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 0.0, 1.0, 0.0], [0, 0, 0, 0, 0, 0, 1.0], [0.0, 0, 0, 0, 1.0, 1.0, 0.0], [1.0, 1.0, 0, 0.0, 0, 0, 0.0], [1.0, 0.0, 0, 0.0, 0, 0, 0], [0.0, 1.0, 0.0, 1.0, 1.0, 0, 0]]",4,"[abBB, AAAbB, bbB, b]","[3, 1, 2, 1]","[[[0, 0, 0, 0.0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0.0, 0.0, 1.0], [0.0, 0.0, 0, 0.0, 0, 0, 1.0], [0.0, 0.0, 0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0.0, 1.0, 0.0, 0.0], [0, 0, 0, 0, 1.0, 1.0, 0.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 0.0, 0.0, 0.0], [0.0, 0.0, 0, 1.0, 0, 0, 0.0], [1.0, 0.0, 0, 1.0, 0, 0, 0], [0.0, 1.0, 0.0, 0.0, 0.0, 0, 0]]]",2,,,,True,1.282855199999176,19.155044300016016
FCvVw,4,"[aaAA, aaA, a, aaAAAA]","[4, 1, 1, 1]",0.03284379991237074,"[[0, 0, 0, 1.0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 1.0, 1.0, 0.0], [0, 0, 0, 0, 0, 0, 1.0], [0.0, 0, 0, 0, 1.0, 1.0, 0.0], [1.0, 0.0, 0, 0.0, 0, 0, 1.0], [1.0, 0.0, 0, 0.0, 0, 0, 1.0], [0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0]]",5,"[aBBB, AAB, bbbbBB, bbbB, b]","[2, 1, 1, 2, 1]","[[[0, 0, 0, 0.0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0.0, 0.0, 0.0], [0.0, 1.0, 0, 0.0, 0, 0, 0.0], [0.0, 1.0, 0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 0.0, 1.0, 1.0, 1.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 1.0, 1.0, 0.0], [0.0, 0.0, 0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0, 0.0, 0, 0, 0.0], [0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0]]]",2,,,,True,224.0974184999941,13.92609960003756
FCv\w,4,"[aaaAA, AA, aaAA, A]","[3, 1, 2, 1]",0.0389378999825567,"[[0, 0, 0, -0.0, -0.0, 1.0, 1.0], [0, 0, 0, 0, -0.0, -0.0, 0], [0, 0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, -0.0, -0.0, 1.0], [1.0, 1.0, 0, 1.0, 0, -0.0, -0.0], [0.0, 1.0, 0, 1.0, 1.0, 0, -0.0], [0.0, 0, 1.0, 0.0, 1.0, 1.0, 0]]",5,"[abBB, aB, AAAbB, bbbBB, b]","[2, 1, 1, 2, 1]","[[[0, 0, 0, 0.0, 1.0, 0.0, 0.0], [0, 0, 0, 0, 1.0, 0.0, 0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 1.0, 0.0, 0.0], [0.0, 0.0, 0, 0.0, 0, 0.0, 0.0], [0.0, 0.0, 0, 0.0, 0.0, 0, 0.0], [0.0, 0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 0.0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 0.0, 0.0, 0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 0.0, 0.0, 0.0], [0.0, 0.0, 0, 0.0, 0, 1.0, 0.0], [1.0, 1.0, 0, 1.0, 0.0, 0, 0.0], [0.0, 0, 0.0, 1.0, 1.0, 1.0, 0]]]",2,,,,True,57.84070440009236,20.215772100025788
FCv^o,4,"[aaAA, a, aaaAA, AAA]","[3, 1, 2, 1]",0.05355670000426471,"[[0, 0, 0, -0.0, 0.0, 1.0, 1.0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, 1.0, -0.0, -0.0], [1.0, 1.0, 0, 0.0, 0, 1.0, -0.0], [0.0, 1.0, 0, 1.0, 0.0, 0, 0], [0.0, 1.0, 0.0, 1.0, 1.0, 0, 0]]",4,"[aAbBB, abbB, AAA, B]","[2, 3, 1, 1]","[[[0, 0, 0, 0.0, 1.0, 0.0, -0.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, -0.0, 0.0, 1.0], [0.0, 1.0, 0, 0.0, 0, 0.0, 0.0], [0.0, 1.0, 0, 0.0, 0.0, 0, 0], [0.0, 1.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, -0.0, -0.0, 1.0, 1.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, 1.0, -0.0, -0.0], [0.0, 0.0, 0, 0.0, 0, 0.0, 1.0], [-0.0, 0.0, 0, 1.0, 1.0, 0, 0], [0.0, 0.0, 1.0, 0.0, 0.0, 0, 0]]]",2,,,,True,5.58819559996482,26.53457509994041
FCv^w,5,"[aaAA, aAA, a, AAAAAA, aaaaA]","[2, 1, 1, 1, 2]",0.04353230004198849,"[[0, 0, 0, -0.0, -0.0, 1.0, 1.0], [0, 0, 0, 0, -0.0, -0.0, 1.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, -0.0, -0.0, 1.0], [1.0, 1.0, 0, 1.0, 0, -0.0, 1.0], [0.0, 1.0, 0, 1.0, 1.0, 0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]]",5,"[abBB, AAbBBB, bbbBB, bbB, b]","[2, 1, 2, 1, 1]","[[[0, 0, 0, 0.0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0.0, 0.0, 1.0], [0.0, 0.0, 0, 0.0, 0, 0.0, 0.0], [0.0, 0.0, 0, 0.0, 0.0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0, 0.0, 0.0, 1.0, 0.0], [0, 0, 0, 0, 0.0, 1.0, 1.0], [0, 0, 0, 0, 0, 0, 1.0], [1.0, 0, 0, 0, -0.0, -0.0, 0.0], [1.0, 1.0, 0, 1.0, 0, 0.0, 0.0], [0.0, 0.0, 0, 1.0, 1.0, 0, 1.0], [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0]]]",2,,,,True,10.992323899990879,61.55094750004355
FCv`w,3,"[AA, aAA, aaaA]","[2, 2, 3]",0.023574799997732043,"[[0, 0, 0, 1.0, 0.0, 0.0, 0], [0, 0, 0, 0, 0.0, 0.0, 0], [0, 0, 0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 0.0, 0, 1.0], [1.0, 1.0, 0, 1.0, 0, 0, 0.0], [1.0, 1.0, 1.0, 0, 0, 0, 0.0], [0, 0, 1.0, 0.0, 1.0, 1.0, 0]]",4,"[aBBB, AbB, bbbB, bb]","[2, 2, 1, 2]","[[[0, 0, 0, 0.0, 0.0, 0.0, 0], [0, 0, 0, 0, 0.0, 0.0, 0], [0, 0, 0, 0, 0, 0.0, 0.0], [0.0, 0, 0, 0, 0.0, 0, 0.0], [0.0, 0.0, 0, 1.0, 0, 0, -0.0], [1.0, 0.0, -0.0, 0, 0, 0, 0.0], [0, 0, 0.0, 0.0, -0.0, -0.0, 0]], [[0, 0, 0, -0.0, 1.0, -0.0, 0], [0, 0, 0, 0, 1.0, 1.0, 0], [0, 0, 0, 0, 0, 1.0, 1.0], [1.0, 0, 0, 0, -0.0, 0, 0.0], [-0.0, -0.0, 0, -0.0, 0, 0, 0.0], [0.0, 0.0, -0.0, 0, 0, 0, 0.0], [0, 0, -0.0, 1.0, 1.0, 1.0, 0]]]",2,,,,True,2.6219716999912634,10.715669700060971
FCvaw,4,"[aaaA, AAA, aAA, a]","[3, 2, 1, 1]",0.02916519995778799,"[[0, 0, 0, -0.0, -0.0, -0.0, 0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 1.0, 0], [1.0, 0, 0, 0, -0.0, 0, -0.0], [1.0, 1.0, 0, 1.0, 0, 0, -0.0], [1.0, 1.0, 0.0, 0, 0, 0, 1.0], [0, 1.0, 0, 1.0, 1.0, 0.0, 0]]",4,"[aBBB, AAbb, bbB, b]","[2, 1, 3, 1]","[[[0, 0, 0, -0.0, -0.0, -0.0, 0], [0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, -0.0, 0], [-0.0, 0, 0, 0, -0.0, 0, -0.0], [-0.0, -0.0, 0, -0.0, 0, 0, 1.0], [-0.0, -0.0, -0.0, 0, 0, 0, 1.0], [0, -0.0, 0, -0.0, -0.0, -0.0, 0]], [[0, 0, 0, -0.0, 1.0, 1.0, 0], [0, 0, 0, 0, 1.0, 1.0, -0.0], [0, 0, 0, 0, 0, 1.0, 0], [1.0, 0, 0, 0, 1.0, 0, -0.0], [-0.0, -0.0, 0, -0.0, 0, 0, -0.0], [-0.0, -0.0, -0.0, 0, 0, 0, -0.0], [0, 1.0, 0, 1.0, -0.0, -0.0, 0]]]",2,,,,True,1.2723691000137478,7.311634500045329
F?bFo,4,"[AAA, aA, A, aaaaa]","[1, 3, 2, 1]",0.03617310000117868,"[[0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 1.0, -0.0], [0, 0, 0, 0, 0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, 0, 0, -0.0], [1.0, 0.0, 0, 0, 0, 0, 0], [1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]]",5,"[a, AACCC, bc, BcC, Bc]","[2, 1, 2, 1, 1]","[[[0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 0.0, 0.0], [0, 0, 0, 0, 0, 0, 1.0], [0, 0, 0, 0, 0, 0, 1.0], [0.0, 0, 0, 0, 0, 0, 0.0], [0.0, 0.0, 0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0, 0.0, 0.0, 0.0], [0, 0, 0, 0, 0, 1.0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [1.0, 0, 0, 0, 0, 0, 0.0], [0.0, 0.0, 0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0, 0, 0.0, 0.0, 1.0], [0, 0, 0, 0, 0, 0.0, 1.0], [0, 0, 0, 0, 0, 0, 0.0], [0, 0, 0, 0, 0, 0, 0.0], [0.0, 0, 0, 0, 0, 0, 1.0], [1.0, 0.0, 0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0.0, 0, 0]]]",3,,,,True,211.06411479999952,1702.2945387999935
FCvbW,3,"[aaaA, AAA, aA]","[3, 2, 2]",0.02161669998895377,"[[0, 0, 0, -0.0, -0.0, -0.0, 0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, -0.0, 1.0], [1.0, 0, 0, 0, -0.0, 0, 0], [1.0, 1.0, 0, 1.0, 0, 0, -0.0], [1.0, 1.0, 1.0, 0, 0, 0, -0.0], [0, 1.0, 0.0, 0, 1.0, 1.0, 0]]",3,"[aABB, ab, Abb]","[3, 2, 2]","[[[0, 0, 0, -0.0, -0.0, -0.0, 0], [0, 0, 0, 0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 1.0, 0.0], [1.0, 0, 0, 0, -0.0, 0, 0], [-0.0, 1.0, 0, 0.0, 0, 0, -0.0], [0.0, 0.0, -0.0, 0, 0, 0, 1.0], [0, -0.0, 0.0, 0, 1.0, 0.0, 0]], [[0, 0, 0, 0.0, 1.0, 1.0, 0], [0, 0, 0, 0, -0.0, 1.0, 1.0], [0, 0, 0, 0, 0, 0.0, 1.0], [0.0, 0, 0, 0, 1.0, 0, 0], [-0.0, 0.0, 0, -0.0, 0, 0, 0.0], [-0.0, -0.0, -0.0, 0, 0, 0, 0.0], [0, -0.0, -0.0, 0, -0.0, 0.0, 0]]]",2,,,,True,0.3266187999397516,11.000349899986759
